⚽️央视IPV6,#genre#
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/playlist.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
青海卫视,http://strea丿m.qhbtv.com/qhws/sd/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8

宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8




⚽️体育频道,#genre#
祝您观看愉快,https://sns-video-bd.xhscdn.com/stream/110/258/01e6f387f1a4c5d60103700192274c335f_258.mp4
ipv6流畅秒播,https://sns-video-bd.xhscdn.com/stream/110/258/01e6f387f1a4c5d60103700192274c335f_258.mp4
需V6网络支持,https://sns-video-bd.xhscdn.com/stream/110/258/01e6f387f1a4c5d60103700192274c335f_258.mp4
SITV游戏风云,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031114/
游戏风云,http://[2409:8087:74F1:0021::0008]/000000001000PLTV/88888888/224/3221226187/index.m3u8?HlsProfileId=
健身运动,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010147/
健身运动,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010147/
超级体育,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000009601/
快乐垂钓,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031206/
健身运动,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010147/
超级体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/
武博世界,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8

乐游,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000011000031112
游戏风云,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000011000031114
魅力足球,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000011000031207
快乐垂钓,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000011000031206
茶,http://php.jdshipin.com/itv6.php?cid=hnbblive&id=2000000002000000070
哒啵赛事,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010120/1.m3u8
哒啵电竞,http://php.jdshipin.com/itv6.php?cid=ystenlive&id=1000000006000032327
晴彩青少,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010147/1.m3u8

咪咕体育1,http://hlsbkmgsplive.miguvideo.com/migu/lunbo/yazhoubei/57/20240102/01.m3u8?&HlsSubType=&encrypt=
咪咕体育2,http://hlsbkmgsplive.miguvideo.com/migu/lunbo/eufootball/57/20230310/01.m3u8?&HlsSubType=&encrypt=
咪咕体育3,http://hlsbkmgsplive.miguvideo.com/migu/lunbo/wudaliansai/57/20230310/01.m3u8?&HlsSubType=&encrypt=
咪咕体育4,http://hlsbkmgsplive.miguvideo.com/migu/lunbo/quanmin/57/20230310/01.m3u8?&HlsSubType=&encrypt=
晴彩竞技,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
晴彩篮球,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕体育C,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕体育D,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
精品体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
NewTV武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
晴彩竞技,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8$LR•IPV6『线路1』
晴彩青少,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005308&livemode=1&stbId=3$LR•IPV4『线路2』
晴彩蓝球,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8$LR•IPV6『线路1』
快乐垂钓,http://58.19.38.162:9901/tsfile/live/1033_1.m3u8
魅力足球,http://zy.otioi.cn/live/cqyx.php?token=Pk7rn0Ar&id=mlxq
风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8

CCTV5 体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
五星体育,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000007/index.m3u8?IAS

先锋乒羽,http://wouu.net:9977/udp/239.93.42.56:5140?Cf=cfss.cc
精品萌宠,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010146/1.m3u8
全民热练,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010147/1.m3u8
惊悚悬疑,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010077/1.m3u8
怡伴健康,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010082/1.m3u8
军事评论,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010080/1.m3u8
精品体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8
超级体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/1.m3u8
超级综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010062/1.m3u8
金牌综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010086/1.m3u8
精品纪录,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010076/1.m3u8
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010125/1.m3u8
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010126/1.m3u8
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010120/1.m3u8
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010124/1.m3u8
农业致富,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010085/1.m3u8
热播精选,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010121/1.m3u8
炫舞未来,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010039/1.m3u8
精彩足球,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010148/1.m3u8
武搏世界,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010135/1.m3u8
拳击频道,https://d12a2vxqkkh1bo.cloudfront.net/hls/1080p/playlist.m3u8
美国摔跤,https://d2p372oxiwmcn1.cloudfront.net/hls/main.m3u8

新视觉,http://avd.iptviptv.site:9694/hls/717/index.m3u8
劲爆体育,http://avd.iptviptv.site:9694/hls/718/index.m3u8
魅力足球,http://avd.iptviptv.site:9694/hls/719/index.m3u8

NBA,http://170.yfvodcdn.com:19980/live/nbaTV2/hls.m3u8
NewTV炫舞未来,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/wh7f454c46tw2582593423_1721070986/ott.mobaibox.com/PLTV/3/224/3221227475/index.m3u8
NewTV精品体育,http://[2409:8087:2001:20:2800:0:df6e:eb1b]:80/wh7f454c46tw2797725038_-2054878207/ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8
NewTV精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
NewTV超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
哒啵赛事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
哒啵赛事,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
精品体育,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
五星体育,http://www.17888.fun:10000/udp/239.45.3.210:5140
五星体育,http://210.22.75.86:9901/tsfile/live/1010_1.m3u8
五星体育,http://116.230.56.141:9009/udp/239.45.3.210:5140
五星体育,http://58.41.27.144:18888/udp/239.45.3.210:5140
五星体育,http://58.41.30.66:18888/udp/239.45.3.210:5140
五星体育,http://180.158.164.127:8888/udp/239.45.3.210:5140
五星体育,http://218.80.110.51:4022/udp/239.45.3.210:5140
五星体育,http://211.136.186.202:8001/udp/239.45.3.210:5140
全民热练,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8 
超级体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
足球世界,http://nmglive.imfc.cn/5n1r1c/182396.m3u8
咪咕舞蹈,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
炫舞未来,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8

劲爆体育,http://php.jdshipin.com/itv6s.php?cid=hnbblive&id=2000000002000000008
五星体育,http://php.jdshipin.com/itv6s.php?cid=hnbblive&id=2000000002000000007

央视台球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380775932cff/1.m3u8?m3u8_level=2
央视台球,http://php.jdshipin.com/TVOD/iptv.php?id=ystq
高尔夫网球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807743b61bb/1.m3u8?m3u8_level=2
高尔夫网球,http://php.jdshipin.com/TVOD/iptv.php?id=gefwq

哒啵赛事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
红牛户外https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8

咪咕全民热练 (IPV6),http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010147/index.m3u8
咪咕HD 欧洲杯,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕4K 欧洲杯,http://129.226.149.79:4785/html/freetest0321.php?access_token=test1208faku&id=Slive02
咪咕A,https://epg.pw/stream/dfcffa8ffa8b32c7a12ad12974968df1e108ddd9bfcaaa0f76bd1f53f8255259.m3u8
咪咕B,https://epg.pw/stream/68ed0c94c8d8cc27a647bcd8a3571fd11577f43e8c0c08f7a25e046bfd9536ae.m3u8
咪咕C,https://epg.pw/stream/f14d9f489d0cbc6f41c18dbaecc206ab19f20ec1c256b5399d0717ea48ab2177.m3u8
咪咕D,https://epg.pw/stream/26d4cc4b9e70cfe453ad7e7fc64a781c7073aec26ac733c58d25630fae9933c7.m3u8
咪咕E,https://epg.pw/stream/2db3da3713d0168815e781460237ad8999cdd8a1e45291946eb25583c99c24cc.m3u8
咪咕F,http://[2409:8087:1a01:df::402a]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕G,http://[2409:8087:1a01:df::4046]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
咪咕H,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕I,http://[2409:8087:1a01:df::4033]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕J,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
晴彩竞技V6,http://[2409:8087:1a01:df::4046]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
晴彩篮球V6,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕直播V6,http://[2409:8087:1a01:df::4033]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕直播aV6,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
晴彩篮球V6,http://[2409:8087:1a01:df::402a]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕篮球,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕视频,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕视频2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕视频3,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕视频4,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕视频5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
咪咕足球,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕运动,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8



⚽️综艺频道,#genre#
祝您观看愉快,https://sns-video-bd.xhscdn.com/stream/110/258/01e6f387f1a4c5d60103700192274c335f_258.mp4
ipv6流畅秒播,https://sns-video-bd.xhscdn.com/stream/110/258/01e6f387f1a4c5d60103700192274c335f_258.mp4
需V6网络支持,https://sns-video-bd.xhscdn.com/stream/110/258/01e6f387f1a4c5d60103700192274c335f_258.mp4
4KUHD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010006/1.m3u8
纯享4K,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010006/
纯享4K,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010006/
纯享4K,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010006/
纯享4K,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000004000011651/
Fashion TV 4K,http://lb.streaming.sk/fashiontv/stream/playlist.m3u8
动物4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
超级综艺,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000006000268002/
超级综艺,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010062/
纪实人文,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010067/
超级综艺,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010062/
SITV纪实人文,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010067/
纪实科教,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000001910/
SITV纪实人文,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000016545/
SITV纪实人文,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000010282/
SITV东方财经,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000007000010003/
SITV金色学堂,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000026105/
SITV都市剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031111/
SITV乐游,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031112/
北京纪实科教,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031204/
高清风景,http://185.57.68.33:8091/232/playlist.m3u8
求索纪录,http://php.jdshipin.com/itv6s.php?cid=hnbblive&id=2000000004000000010
求索生活,http://php.jdshipin.com/itv6s.php?cid=hnbblive&id=2000000004000000008
求索科学,http://php.jdshipin.com/itv6s.php?cid=hnbblive&id=2000000004000000011
求索动物,http://php.jdshipin.com/itv6s.php?cid=hnbblive&id=2000000004000000009
武术世界,http://live.dxhmt.cn:9080/live/yshnpre.m3u8
武术世界,http://php.jdshipin.com/hntv.php?id=wspd
文物宝库,http://live.dxhmt.cn:9080/19903718786/503136115d714e6796389709a5c74f77.m3u8
文物宝库,http://php.jdshipin.com/hntv.php?id=wwbk
法治天地,http://php.jdshipin.com/itv6.php?cid=bestzb&id=9001547084732463424
金色学堂,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000010000026105
动漫秀场,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000011000031113
生活时尚,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000002000019634
中华特产,http://php.jdshipin.com/cqyx.php?id=techan
新视觉,http://php.jdshipin.com/bestv.php?id=xsjhd/4000000
新视觉,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000249
新视觉,http://php.jdshipin.com/TVOD/iptv.php?id=xsj
湖南茶频道,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031209/
超级综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010062/
纪实人文,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010067/
百事通4K纪实,http://www.17888.fun:10000/rtp/239.45.1.10:5140?$上海电信
百事通4K儿童,http://www.17888.fun:10000/rtp/239.45.1.1:5140?$上海电信
国家地理,https://iptv.lalifeier.eu.org/smartv/Natgeo.m3u8
海洋探索,https://iptv.lalifeier.eu.org/youtube/9kMqCUu3_YY.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
超级综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
金牌综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTV潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTV农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
NewTV军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTV潮妈辣婆,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1705588260_46164741/ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8
NewTV超级综艺,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226009/index.m3u8
4K动物,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
BESTV-4K,http://[2409:8087:5e01:34::30]:6610/ZTE_CMS/00000001000000060000000000000202/index.m3u8?IAS
女性时尚,http://avd.iptviptv.site:9694/hls/707/index.m3u8
世界地理,http://avd.iptviptv.site:9694/hls/708/index.m3u8
第一剧场,http://avd.iptviptv.site:9694/hls/711/index.m3u8
老故事,http://avd.iptviptv.site:9694/hls/712/index.m3u8
中学生,http://avd.iptviptv.site:9694/hls/713/index.m3u8
快乐垂钓,http://avd.iptviptv.site:9694/hls/714/index.m3u8
4k修复,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
金鹰纪实,http://58.19.38.162:9901/tsfile/live/1032_1.m3u8
怡伴健康,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
潮妈辣婆,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
军事评论,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
农业致富,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
精品萌宠,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
精品记录,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8

爱上4K,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000459/index.m3u8?IAS
上海纪实人文,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
纪实科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8

戏曲精选,http://php.jdshipin.com/bestv.php?id=xqjx8m/8000000
热门综艺,http://php.jdshipin.com/bestv.php?id=rmzy8m/8000000
超级体育,http://php.jdshipin.com/bestv.php?id=qcsj8m/8000000
健康养生,http://php.jdshipin.com/bestv.php?id=jkys8m/8000000
百变课堂,http://php.jdshipin.com/bestv.php?id=bbkt8m/8000000
看天下精选,http://php.jdshipin.com/bestv.php?id=ktxjx8m/8000000
电竞天堂,http://php.jdshipin.com/bestv.php?id=djtt8m/8000000
电子竞技,http://php.jdshipin.com/itv6s.php?cid=hnbblive&id=2000000004000000015
高清娱乐,http://php.jdshipin.com/itv6s.php?cid=hnbblive&id=2000000004000000013
漫游世界,http://php.jdshipin.com/itv6s.php?cid=hnbblive&id=2000000004000000017
国学,http://php.jdshipin.com/hntv.php?id=gxpd
国学,http://php.jdshipin.com/cqyx.php?id=guoxue
老故事,http://php.jdshipin.com/cqyx.php?id=gushi
发现之旅,http://php.jdshipin.com/cqyx.php?id=faxian
中学生,http://php.jdshipin.com/cqyx.php?id=qicai
中华美食,http://php.jdshipin.com/itv6.php?cid=hnbblive&id=2000000003000000052
家庭理财,http://php.jdshipin.com/itv6.php?cid=hnbblive&id=2000000002000000064
财富天下,http://php.jdshipin.com/itv6.php?cid=hnbblive&id=2000000002000000069
证券服务,http://php.jdshipin.com/cqyx.php?id=jiazheng
环球旅游,http://php.jdshipin.com/cqyx.php?id=huanqiulvyou
摄影,http://php.jdshipin.com/cqyx.php?id=sheying
天元围棋,http://php.jdshipin.com/cqyx.php?id=weiqi
书画,http://php.jdshipin.com/cqyx.php?id=shuhua
先锋乒羽,http://php.jdshipin.com/itv6s.php?cid=hnbblive&id=4886720949268374180
车迷,http://php.jdshipin.com/cqyx.php?id=doxtv
优漫卡通,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010118/1.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225656/index.m3u8
新动漫,http://php.jdshipin.com/cqyx.php?id=dongman
优优宝贝,http://php.jdshipin.com/cqyx.php?id=youxi
四海钓鱼,http://php.jdshipin.com/cqyx.php?id=diaoyu
百姓健康,https://liveplay.xiaoeknow.com/live/5060_pyBeyjJ4RjcfhK7T.m3u8
名师公开课,http://php.jdshipin.com/itv6.php?cid=hnbblive&id=2000000004000000016
生态环境,http://php.jdshipin.com/cqyx.php?id=shengtai
收藏天下,http://php.jdshipin.com/cqyx.php?id=soucang
北京IPTV4K,http://php.jdshipin.com/TVOD/iptv.php?id=bj4k
广东4K超高清,http://php.jdshipin.com/TVOD/iptv.php?id=gd4k
广州南国都市4K,http://php.jdshipin.com/TVOD/iptv.php?id=ngds4k
绚影4K,http://php.jdshipin.com/TVOD/iptv.php?id=xy4k
湖南IPTV4K,http://php.jdshipin.com/TVOD/iptv.php?id=hn4k
云南4K,http://php.jdshipin.com/TVOD/iptv.php?id=yn4k
百视通4K测试,http://php.jdshipin.com/TVOD/iptv.php?id=bst4k
百视通4K儿童,http://php.jdshipin.com/TVOD/iptv.php?id=bst4ket
百视通4K电影,http://php.jdshipin.com/TVOD/iptv.php?id=bst4kdy
百视通4K纪实,http://php.jdshipin.com/TVOD/iptv.php?id=bst4kjs



七彩戏剧,http://php.jdshipin.com/itv6s.php?cid=bestzb&id=5000000011000031116
兵器科技,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077907bdcd/1.m3u8?m3u8_level=2
兵器科技,http://php.jdshipin.com/TVOD/iptv.php?id=bqkj
电视指南,http://39.134.18.195/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8
电视指南,http://php.jdshipin.com/TVOD/iptv.php?id=dszn

世界地理,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077a61f4f3/1.m3u8?m3u8_level=2
世界地理,http://php.jdshipin.com/TVOD/iptv.php?id=sjdl
